"","gene","sign_pVal.logFC","X.Replicon.Name","Replicon.Accession","Start","Stop","Strand","GeneID","Locus","Protein.product","Length","COG.s.","Protein.name","class","subclass","LocateP.Subcellular.Localization.Prediction"
"347","lp_3091",1.32628832493485,"chr","NC_004567.2",2750380,2751294,"+",1063634,"-","YP_004890649.1",304,"-","short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 1","Hypothetical proteins","Conserved: other","@Intracellular"
"72","lp_0364",1.33199897315806,"chr","NC_004567.2",330437,331336,"+",1062173,"-","YP_004888395.1",299,"-","short-chain dehydrogenase","Energy metabolism","Aerobic","@Intracellular"
"317","lp_2856",1.33423853336276,"chr","NC_004567.2",2546520,2549111,"-",1063224,"-","YP_004890461.1",863,"-","ABC transporter permease","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"318","lp_2857",1.3436990582909,"chr","NC_004567.2",2549105,2549509,"-",1063223,"-","YP_004890462.1",134,"-","ABC transporter, ATP-binding protein,C-terminal domain","Transport and binding proteins","Unknown substrate",""
"119","lp_0912",1.34563794900266,"chr","NC_004567.2",842493,843422,"+",1061968,"-","YP_004888866.1",309,"-","enoyl","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"251","lp_2162",1.3524491800723,"chr","NC_004567.2",1953245,1954735,"-",1063639,"-","YP_004889903.1",496,"-","extracellular protein, NlpC/P60 family,gamma-D-glutamate-meso-diaminopimelate muropeptidase","Cell envelope","Cell surface proteins: peptidoglycan-bound","@N-terminally anchored (with CS)"
"413","lp_3578",1.35436786365331,"chr","NC_004567.2",3193903,3195357,"+",1062016,"kat","YP_004891054.1",484,"-","catalase","Cellular processes","Adaptations and atypical conditions (Other)","@Intracellular"
"389","lp_3474",1.37087737532738,"chr","NC_004567.2",3082838,3084115,"-",1063473,"ramP2","YP_004890957.1",425,"-","disaccharride transporter, major facilitator super family (MFS)","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"62","lp_0320",1.37462069962025,"chr","NC_004567.2",295609,296076,"-",1062147,"-","YP_004888358.1",155,"-","hypothetical protein lp_0320","Hypothetical proteins","Conserved: other","@Intracellular"
"117","lp_0887",1.37720621607976,"chr","NC_004567.2",817886,818644,"+",1062122,"-","YP_004888844.1",252,"-","PTS-related protein","Hypothetical proteins","Conserved: other","@Intracellular"
"219","lp_1835",1.37931271980801,"chr","NC_004567.2",1657080,1657595,"-",1062998,"msrA2","YP_004889624.1",171,"-","protein-methionine-S-oxide reductase","Protein fate","Protein modification and repair","@Intracellular"
"309","lp_2799",1.38022230429166,"chr","NC_004567.2",2493044,2494480,"+",1063153,"-","YP_004890418.1",478,"-","amino acid transport protein","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"84","lp_0507",1.38453067862767,"chr","NC_004567.2",453809,454537,"+",1061493,"-","YP_004888514.1",242,"-","hypothetical protein lp_0507","Hypothetical proteins","Conserved: other","@Intracellular"
"210","lp_1762",1.38780924918052,"chr","NC_004567.2",1598181,1598588,"+",1062611,"-","YP_004889566.1",135,"-","hypothetical protein lp_1762","Hypothetical proteins","Conserved: other","@Intracellular"
"33","lp_0173",1.4053799885865,"chr","NC_004567.2",148314,149276,"+",1061465,"-","YP_004888230.1",320,"-","LacI family transcriptional regulator","Regulatory functions","LacI-family regulators","@Intracellular"
"39","lp_0179",1.43391384809244,"chr","NC_004567.2",155655,156977,"+",1061459,"malS","YP_004888236.1",440,"-","alpha-amylase, maltodextrins and cyclomaltodextrins","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"49","lp_0233",1.43922092785909,"chr","NC_004567.2",213329,214486,"+",1061392,"mtlD","YP_004888280.1",385,"-","mannitol-1-phosphate 5-dehydrogenase","Energy metabolism","Sugars","@Intracellular"
"132","lp_1002",1.44094722099757,"chr","NC_004567.2",925051,925845,"-",1063602,"-","YP_004888940.1",264,"-","lipase/esterase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"218","lp_1825",1.44176280564503,"chr","NC_004567.2",1651897,1653423,"+",1062910,"-","YP_004889621.1",508,"-","membrane protein","Hypothetical proteins","Not conserved: membrane proteins","@Multi-transmembrane"
"36","lp_0176",1.44213858210618,"chr","NC_004567.2",152585,153874,"+",1061462,"mdxF","YP_004888233.1",429,"-","maltodextrin ABC transporter, permease protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"40","lp_0184",1.44778437198478,"chr","NC_004567.2",164479,165345,"-",1061449,"sacK1","YP_004888241.1",288,"-","fructokinase","Energy metabolism","Sugars","@Intracellular"
"420","lp_3661",1.45161693470138,"chr","NC_004567.2",3281352,3282350,"-",1061589,"rbsR","YP_004891129.1",332,"-","LacI family transcriptional regulator, ribose","Regulatory functions","LacI-family regulators","@Intracellular"
"409","lp_3545",1.45472221459563,"chr","NC_004567.2",3164581,3165639,"-",1061927,"-","YP_004891023.1",352,"-","D-arabitol-phosphate dehydrogenase","Energy metabolism","Sugars","@Intracellular"
"382","lp_3420",1.45849805567512,"chr","NC_004567.2",3035468,3036877,"+",1063739,"gadB","YP_004890915.1",469,"-","glutamate decarboxylase","Energy metabolism","Amino acids and amines","@Intracellular"
"212","lp_1782",1.46110608709489,"chr","NC_004567.2",1614002,1614526,"+",1063520,"pyrR2","YP_004889583.1",174,"-","pyrimidine operon regulator","Regulatory functions","Other","@Intracellular"
"214","lp_1784",1.4718390913121,"chr","NC_004567.2",1615640,1618201,"+",1062247,"pyrAB2","YP_004889585.1",853,"-","carbamoyl-phosphate synthase (glutamine-hydrolysing), large chain","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis",""
"299","lp_2732",1.4807655563534,"chr","NC_004567.2",2430530,2431825,"-",1063042,"-","YP_004890359.1",431,"-","NADPH-dependent FMN reductase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"114","lp_0884",1.48136957629143,"chr","NC_004567.2",815041,815532,"+",1064192,"pts11A","YP_004888841.1",163,"-","PTS system transporter subunit IIA","Transport and binding proteins","PTS systems","@Intracellular"
"106","lp_0823",1.48190375365125,"chr","NC_004567.2",763643,764314,"+",1063939,"-","YP_004888794.1",223,"-","diguanylate cyclase/phosphodiesterase, EAL domain","Hypothetical proteins","Conserved: putative function","@Intracellular"
"116","lp_0886",1.49125082192444,"chr","NC_004567.2",816428,817879,"+",1062564,"pts11BC","YP_004888843.1",483,"-","PTS system, beta-glucosides-specific EIIBC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"104","lp_0807",1.5039125376941,"chr","NC_004567.2",748191,749168,"+",1063897,"pta","YP_004888780.1",325,"-","phosphate acetyltransferase","Energy metabolism","Fermentation","@Intracellular"
"159","lp_1069",1.53060339143508,"chr","NC_004567.2",970871,972781,"-",1063441,"ndh2","YP_004888990.1",636,"-","NADH dehydrogenase, membrane-anchored","Energy metabolism","Electron transport","@Multi-transmembrane"
"410","lp_3546",1.53143481934539,"chr","NC_004567.2",3165720,3166991,"-",1061926,"pts35C","YP_004891024.1",423,"-","PTS system, galactitol-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"356","lp_3241",1.53806564829281,"chr","NC_004567.2",2889349,2890017,"-",1061754,"nth2","YP_004890773.1",222,"-","endonuclease III","DNA metabolism","Degradation of DNA","@Intracellular"
"180","lp_1392",1.5413849497096,"chr","NC_004567.2",1274579,1275055,"-",1062529,"-","YP_004889249.1",158,"-","hypothetical protein lp_1392","Hypothetical proteins","Not conserved: other","@Multi-transmembrane"
"225","lp_1925",1.55769491361119,"chr","NC_004567.2",1744634,1746325,"-",1064087,"nox3","YP_004889699.1",563,"-","NADH oxidase","Energy metabolism","Aerobic","@Intracellular"
"82","lp_0505",1.57411733497104,"chr","NC_004567.2",452087,452740,"+",1061489,"sdhB","YP_004888512.1",217,"-","L-serine dehydratase subunit beta","Energy metabolism","Amino acids and amines","@Intracellular"
"213","lp_1783",1.57648400568698,"chr","NC_004567.2",1614561,1615643,"+",1061649,"pyrAA2","YP_004889584.1",360,"-","carbamoyl-phosphate synthase (glutamine-hydrolysing), small chain","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"188","lp_1448",1.58806585022113,"chr","NC_004567.2",1326443,1327489,"-",1062396,"-","YP_004889293.1",348,"-","cell surface protein precursor","Cell envelope","Cell surface proteins: other","@C-terminally anchored (with CS)"
"411","lp_3547",1.60186796592969,"chr","NC_004567.2",3167026,3167322,"-",1061947,"pts35B","YP_004891025.1",98,"-","PTS system, galactitol-specific EIIB component","Transport and binding proteins","PTS systems","@N-terminally anchored (No CS)"
"281","lp_2624",1.60998418003407,"chr","NC_004567.2",2340153,2340509,"-",1062873,"-","YP_004890279.1",118,"-","hypothetical protein lp_2624","Hypothetical proteins","Not conserved: other","@Intracellular"
"222","lp_1876",1.61833534788439,"chr","NC_004567.2",1695235,1696032,"-",1064074,"-","YP_004889658.1",265,"-","hydrolase, HAD superfamily, Cof family","Hypothetical proteins","Conserved: putative function","@Intracellular"
"277","lp_2602",1.6300555708607,"chr","NC_004567.2",2321779,2322717,"-",1062826,"ccpB","YP_004890263.1",312,"-","catabolite control protein B / LacI family transcriptional regulator","Regulatory functions","LacI-family regulators","@Intracellular"
"227","lp_1974",1.63127805324,"chr","NC_004567.2",1785692,1786510,"+",1064110,"-","YP_004889741.1",272,"-","transcription regulator of gluconeogenic genes","Regulatory functions","Other","@Intracellular"
"349","lp_3117",1.63199093621259,"chr","NC_004567.2",2780940,2783192,"-",1063793,"-","YP_004890674.1",750,"-","cell surface protein, CscC family","Cell envelope","Cell surface proteins: other","@N-terminally anchored (No CS)"
"339","lp_3055",1.63204927777475,"chr","NC_004567.2",2716624,2718549,"-",1062925,"copA","YP_004890619.1",641,"-","copper transporting ATPase","Transport and binding proteins","Cations","@Multi-transmembrane"
"388","lp_3473",1.63609082269907,"chr","NC_004567.2",3081231,3082808,"-",1063440,"ram2","YP_004890956.1",525,"-","alpha-L-rhamnosidase","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"280","lp_2616",1.65748902610834,"chr","NC_004567.2",2333436,2333717,"+",1062845,"-","YP_004890273.1",93,"-","bacteriocin immunity protein","Cellular processes","Toxin production and resistance ","@Intracellular"
"186","lp_1446",1.66427710277215,"chr","NC_004567.2",1322728,1326006,"-",1062404,"-","YP_004889291.1",1092,"-","cell surface protein, CscB family","Cell envelope","Cell surface proteins: other","@N-terminally anchored (No CS)"
"38","lp_0178",1.67549145773114,"chr","NC_004567.2",154791,155621,"+",1061460,"-","YP_004888235.1",276,"-","maltodextrin ABC transporter, accessory protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"100","lp_0737",1.67782801323372,"chr","NC_004567.2",674618,675184,"+",1063452,"-","YP_004888719.1",188,"-","ribosomal protein S30EA","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"125","lp_0946",1.68904243413254,"chr","NC_004567.2",876779,880348,"-",1063978,"-","YP_004888895.1",1189,"-","mucus-binding protein, LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"46","lp_0226",1.69350422708302,"chr","NC_004567.2",206280,206993,"+",1061399,"nagB","YP_004888275.1",237,"-","glucosamine-6-phosphate isomerase/deaminase","Central intermediary metabolism","Amino sugars","@Intracellular"
"17","lp_0113",1.69443936842925,"chr","NC_004567.2",99433,100224,"+",1061358,"thiM","YP_004888181.1",263,"-","hydroxyethylthiazole kinase","Biosynthesis of cofactors, prosthetic groups, and carriers","Thiamine","@Intracellular"
"378","lp_3363",1.69541838521886,"chr","NC_004567.2",2988637,2990676,"-",1063877,"copB","YP_004890865.1",679,"-","copper transporting ATPase","Transport and binding proteins","Cations","@Multi-transmembrane"
"340","lp_3057",1.70713675042813,"chr","NC_004567.2",2718549,2718818,"-",1063268,"-","YP_004890620.1",89,"-","copper-binding protein","Transport and binding proteins","Cations",""
"81","lp_0502",1.7099202674481,"chr","NC_004567.2",450437,451717,"+",1061487,"sdaC","YP_004888511.1",426,"-","serine transporter","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"187","lp_1447",1.71589044003481,"chr","NC_004567.2",1326012,1326383,"-",1062403,"-","YP_004889292.1",123,"-","cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"391","lp_3480",1.72549179224634,"chr","NC_004567.2",3087795,3089258,"-",1063432,"galT","YP_004890962.1",487,"-","UTP-galactose-1-P uridylyltransferase","Energy metabolism","Sugars","@Intracellular"
"307","lp_2782",1.73815519418295,"chr","NC_004567.2",2473087,2473794,"+",1063123,"gntR","YP_004890403.1",235,"-","GntR family transcriptional regulator","Regulatory functions","GntR-family regulators","@Intracellular"
"385","lp_3469",1.74177093676138,"chr","NC_004567.2",3074498,3076549,"-",1063513,"lacA","YP_004890952.1",683,"-","beta-galactosidase I","Energy metabolism","Sugars","@Intracellular"
"390","lp_3476",1.7522830722998,"chr","NC_004567.2",3084249,3085235,"+",1063419,"ramR","YP_004890958.1",328,"-","AraC family transcriptional regulator","Regulatory functions","AraC-family regulators","@Intracellular"
"37","lp_0177",1.75327435056949,"chr","NC_004567.2",153879,154763,"+",1061461,"mdxG","YP_004888234.1",294,"-","maltodextrin ABC transporter, permease protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"176","lp_1353",1.75560553334106,"chr","NC_004567.2",1242052,1242873,"+",1062663,"-","YP_004889220.1",273,"-","hydrolase, HAD superfamily, Cof family","Hypothetical proteins","Conserved: putative function","@Intracellular"
"374","lp_3355",1.76285559806222,"chr","NC_004567.2",2982970,2983608,"+",1063890,"-","YP_004890859.1",212,"-","short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 6","Energy metabolism","Aerobic","@Intracellular"
"83","lp_0506",1.76419765563914,"chr","NC_004567.2",452759,453658,"+",1061492,"sdhA","YP_004888513.1",299,"-","L-serine dehydratase subunit alpha","Energy metabolism","Amino acids and amines","@Intracellular"
"122","lp_0931",1.77701751073225,"chr","NC_004567.2",861713,862543,"+",1064032,"-","YP_004888883.1",276,"-","fumarylacetoacetate hydrolase family protein","Energy metabolism","Phenolic acids","@Intracellular"
"276","lp_2601",1.78719497687313,"chr","NC_004567.2",2320993,2321763,"-",1062833,"-","YP_004890262.1",256,"-","hydrolase, HAD superfamily, Cof family","Hypothetical proteins","Conserved: putative function","@Intracellular"
"20","lp_0116",1.79817255463623,"chr","NC_004567.2",101717,102916,"+",1061355,"thiP","YP_004888184.1",399,"-","hydroxymethylpyrimidine permease","Transport and binding proteins","Nucleosides, purines and pyrimidines","@Multi-transmembrane(Lipid modified N-termini)"
"252","lp_2219",1.81139589455267,"chr","NC_004567.2",2001816,2002835,"+",1061488,"-","YP_004889946.1",339,"-","6-phosphogluconolactonase","Energy metabolism","Pentose phosphate pathway","@Intracellular"
"387","lp_3472",1.8409495646119,"chr","NC_004567.2",3079936,3081216,"-",1063465,"ramP1","YP_004890955.1",426,"-","disaccharride transporter, major facilitator super family (MFS)","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"133","lp_1005",1.85205871820274,"chr","NC_004567.2",927175,928857,"+",1063603,"als","YP_004888943.1",560,"-","acetolactate synthase","Energy metabolism","Fermentation","@Intracellular"
"395","lp_3485",1.87846065442399,"chr","NC_004567.2",3094697,3096913,"-",1063346,"melA","YP_004890967.1",738,"-","alpha-galactosidase","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"160","lp_1070",1.88884703094866,"chr","NC_004567.2",973064,973990,"+",1063433,"-","YP_004888991.1",308,"-","lipoprotein precursor, FMN-binding protein","Cell envelope","Cell surface proteins: lipoproteins","@Lipid anchored"
"78","lp_0436",1.89605660419126,"chr","NC_004567.2",390029,391390,"+",1061332,"pts7C","YP_004888456.1",453,"-","PTS system, cellobiose-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"92","lp_0574",1.90511940693817,"chr","NC_004567.2",531998,532852,"+",1061524,"-","YP_004888573.1",284,"-","extracellular protein","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"302","lp_2766",1.90592902821397,"chr","NC_004567.2",2457280,2458371,"+",1063097,"-","YP_004890390.1",363,"-","hypothetical protein lp_2766","Hypothetical proteins","Conserved: putative function","@Intracellular"
"18","lp_0114",1.91166743776965,"chr","NC_004567.2",100250,101074,"+",1061357,"thiD","YP_004888182.1",274,"-","phosphomethylpyrimidine kinase & hydroxymethylpyrimidine kinase","Biosynthesis of cofactors, prosthetic groups, and carriers","Thiamine","@Intracellular"
"383","lp_3436",1.91893069841446,"chr","NC_004567.2",3049060,3049812,"-",1063598,"glpF5","YP_004890929.1",250,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"166","lp_1168",1.9205138656511,"chr","NC_004567.2",1066063,1066626,"+",1063180,"-","YP_004889071.1",187,"-","hypothetical protein lp_1168","Hypothetical proteins","Not conserved: other","@Intracellular"
"357","lp_3243",1.94857304119655,"chr","NC_004567.2",2890133,2890390,"-",1061135,"-","YP_004890774.1",85,"-","hypothetical protein lp_3243","Hypothetical proteins","Not conserved: other","@Intracellular"
"231","lp_2097",1.95812067778063,"chr","NC_004567.2",1889785,1891752,"+",1061803,"fruA","YP_004889847.1",655,"-","PTS system, fructose-specific EIIABC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"338","lp_3048",1.96004195276761,"chr","NC_004567.2",2709321,2710142,"-",1062938,"-","YP_004890614.1",273,"-","Xre family transcriptional regulator","Regulatory functions","Other","@Intracellular"
"19","lp_0115",1.9773934231891,"chr","NC_004567.2",101064,101717,"+",1061356,"thiE","YP_004888183.1",217,"-","thiamine-phosphate pyrophosphorylase","Biosynthesis of cofactors, prosthetic groups, and carriers","Thiamine","@Intracellular"
"376","lp_3359",1.97770813562121,"chr","NC_004567.2",2985874,2986572,"-",1063882,"-","YP_004890862.1",232,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"324","lp_2949",1.98154079840428,"chr","NC_004567.2",2626649,2627620,"+",1063390,"-","YP_004890532.1",323,"-","membrane protein","Hypothetical proteins","Not conserved: membrane proteins","@Multi-transmembrane"
"217","lp_1824",1.98980681947064,"chr","NC_004567.2",1650578,1651885,"+",1062906,"-","YP_004889620.1",435,"-","family 2 glycosyltransferase","Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","@Multi-transmembrane"
"230","lp_2096",2.00272207831969,"chr","NC_004567.2",1888846,1889763,"+",1062153,"fruK","YP_004889846.1",305,"-","1-phosphofructokinase","Energy metabolism","Sugars","@Intracellular"
"232","lp_2098",2.03596620203243,"chr","NC_004567.2",1891892,1893214,"+",1061794,"-","YP_004889848.1",440,"-","metallophosphoesterase, lipoprotein precursor","Cell envelope","Cell surface proteins: lipoproteins","@Lipid anchored"
"9","lp_0070",2.04975501524767,"chr","NC_004567.2",68424,69671,"-",1061274,"-","YP_004888149.1",415,"-","4-hydroxyphenylacetate-3-hydroxylase,C-terminus (pseudogene)","Energy metabolism","Phenolic acids","@Intracellular"
"271","lp_2572",2.06237450552832,"chr","NC_004567.2",2290117,2291070,"+",1062793,"pva3","YP_004890239.1",317,"-","penicillin V acylase family protein","Fatty acid and phospholipid metabolism","Sterol, Vitamin K, Vitamin E, carotenoids biosynthesis","@Intracellular"
"303","lp_2767",2.06815337219998,"chr","NC_004567.2",2458399,2459580,"+",1063089,"-","YP_004890391.1",393,"-","GNAT family acetyltransferase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"392","lp_3482",2.07046585406958,"chr","NC_004567.2",3090327,3091490,"-",1063392,"galK","YP_004890964.1",387,"-","galactokinase","Energy metabolism","Sugars","@Intracellular"
"111","lp_0850",2.12214274734608,"chr","NC_004567.2",789498,790346,"+",1062600,"ribC1","YP_004888817.1",282,"-","bifunctional protein: riboflavin kinase; FMN adenylyltransferase","Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","@Intracellular"
"348","lp_3092",2.14585757626758,"chr","NC_004567.2",2751334,2752746,"+",1063638,"gabD","YP_004890650.1",470,"-","succinate-semialdehyde dehydrogenase (NAD(P)+)","Energy metabolism","Amino acids and amines","@Intracellular"
"415","lp_3656",2.15015025438632,"chr","NC_004567.2",3276009,3277874,"-",1061617,"srlR2","YP_004891124.1",621,"-","sorbitol operon transcription antiterminator,BglG family","Regulatory functions","Other","@Intracellular"
"229","lp_2095",2.18183847465174,"chr","NC_004567.2",1888094,1888849,"+",1061801,"fruR","YP_004889845.1",251,"-","DeoR family transcriptional regulator","Regulatory functions","DeoR-family regulators","@Intracellular"
"261","lp_2384",2.19192946522203,"chr","NC_004567.2",2151874,2152839,"-",1062438,"pmi","YP_004890082.1",321,"-","mannose-6-phosphate isomerase","Energy metabolism","Sugars","@Intracellular"
"384","lp_3449",2.22304809014106,"chr","NC_004567.2",3056766,3058118,"-",1063541,"nox5","YP_004890938.1",450,"-","NADH oxidase","Energy metabolism","Aerobic","@Intracellular"
"377","lp_3360",2.25861440982068,"chr","NC_004567.2",2986598,2987275,"-",1063881,"-","YP_004890863.1",225,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"350","lp_3124",2.28060855145539,"chr","NC_004567.2",2789942,2790850,"-",1063811,"-","YP_004890679.1",302,"-","LysR family transcriptional regulator","Regulatory functions","LysR-family regulators","@Intracellular"
"221","lp_1872",2.41394394429617,"chr","NC_004567.2",1692435,1692887,"-",1064058,"-","YP_004889655.1",150,"-","hypothetical protein lp_1872","Hypothetical proteins","Conserved: other","@Intracellular"
"79","lp_0438",2.42649742097088,"chr","NC_004567.2",391575,391997,"+",1064162,"-","YP_004888457.1",140,"-","hypothetical protein lp_0438","Hypothetical proteins","Conserved: other","@Intracellular"
"25","lp_0154",2.44928569847062,"chr","NC_004567.2",132901,133230,"+",1061316,"-","YP_004888213.1",109,"-","PadR family transcriptional regulator","Regulatory functions","Other","@Intracellular"
"412","lp_3571",2.50077901067884,"chr","NC_004567.2",3189353,3190039,"+",1062015,"nanE","YP_004891047.1",228,"-","N-acetylmannosamine-6-phosphate 2-epimerase","Central intermediary metabolism","Amino sugars","@Intracellular"
"370","lp_3316",2.54933083564545,"chr","NC_004567.2",2952399,2952710,"-",1064020,"-","YP_004890829.1",103,"-","hypothetical protein lp_3316","Hypothetical proteins","Conserved: other","@Intracellular"
"310","lp_2813",2.55510078963504,"chr","NC_004567.2",2510374,2510877,"+",1063168,"-","YP_004890428.1",167,"-","hypothetical protein lp_2813","Hypothetical proteins","Conserved: other","@Intracellular"
"396","lp_3486",2.74882834537153,"chr","NC_004567.2",3097010,3098968,"-",1063359,"rafP","YP_004890968.1",652,"-","PTS regulated carbohydrate transporter, GPH family, raffinose/melibiose/galactose (can switch between symport (H+) and antiport (lactose))","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"7","lp_0058",2.87374057395216,"chr","NC_004567.2",58107,58532,"-",1061223,"-","YP_004888139.1",141,"-","flavoprotein","Hypothetical proteins","Conserved: other","@Intracellular"
"59","lp_0289",2.90206023455939,"chr","NC_004567.2",261457,261711,"+",1061155,"-","YP_004888328.1",84,"-","hypothetical protein lp_0289","Hypothetical proteins","Not conserved: other","@Intracellular"
"323","lp_2948",2.90864651189825,"chr","NC_004567.2",2625182,2626630,"+",1063403,"-","YP_004890531.1",482,"-","hypothetical protein lp_2948","Hypothetical proteins","Conserved: other","@Intracellular /TMH start  AFTER 60"
"215","lp_1785",2.93484638388234,"chr","NC_004567.2",1618380,1618979,"+",1064081,"pgm5","YP_004889586.1",199,"-","phosphoglycerate mutase family protein","Energy metabolism","Glycolysis","@Intracellular"
"270","lp_2544",2.95406523483889,"chr","NC_004567.2",2269592,2270947,"+",1062743,"npr2","YP_004890217.1",451,"-","NADH peroxidase","Cellular processes","Detoxification","@Intracellular"
"346","lp_3078",2.99936382441255,"chr","NC_004567.2",2740016,2740669,"-",1063630,"-","YP_004890638.1",217,"-","(pyro)phosphohydrolase, HAD superfamily","Hypothetical proteins","Conserved: putative function","@Intracellular"
"211","lp_1763",3.0045738947081,"chr","NC_004567.2",1598757,1599989,"+",1062126,"-","YP_004889567.1",410,"-","glycosyltransferase","Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","@Intracellular"
"308","lp_2787",3.05537736311816,"chr","NC_004567.2",2476276,2477109,"-",1063132,"-","YP_004890407.1",277,"-","hydrolase, HAD superfamily, Cof family","Hypothetical proteins","Conserved: putative function","@Intracellular"
"306","lp_2781",3.0861193846259,"chr","NC_004567.2",2472575,2472892,"-",1063106,"pts20B","YP_004890402.1",105,"-","PTS system, cellobiose-specific EIIB component","Transport and binding proteins","PTS systems","@Secretory(released) (with CS)"
"296","lp_2704",3.10083565693179,"chr","NC_004567.2",2407291,2407833,"-",1062970,"pyrR1","YP_004890339.1",180,"-","pyrimidine operon regulator","Regulatory functions","Other","@Intracellular"
"359","lp_3250",3.14969491626264,"chr","NC_004567.2",2894836,2895063,"-",1061798,"-","YP_004890780.1",75,"-","hypothetical protein lp_3250","Hypothetical proteins","Conserved: other","@Multi-transmembrane"
"11","lp_0098",3.15717368086108,"chr","NC_004567.2",88467,89246,"+",1061376,"-","YP_004888168.1",259,"-","adenylyl transferase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"397","lp_3487",3.1583903539625,"chr","NC_004567.2",3099296,3100330,"-",1063340,"galM3","YP_004890969.1",344,"-","aldose 1-epimerase","Energy metabolism","Sugars","@Intracellular"
"332","lp_3008",3.16616235484792,"chr","NC_004567.2",2675826,2676272,"-",1063507,"pts23A","YP_004890579.1",148,"-","PTS system, cellobiose-specific EIIA component","Transport and binding proteins","PTS systems","@Intracellular"
"398","lp_3489",3.17217604348724,"chr","NC_004567.2",3101775,3102797,"-",1063008,"-","YP_004890971.1",340,"-","aldo/keto reductase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"381","lp_3418",3.27735538965746,"chr","NC_004567.2",3033341,3035002,"+",1063745,"pck","YP_004890913.1",553,"-","phosphoenolpyruvate carboxykinase","Energy metabolism","TCA cycle","@Intracellular"
"394","lp_3484",3.29620147806331,"chr","NC_004567.2",3093638,3094597,"+",1063396,"lacM","YP_004890966.1",319,"-","beta-galactosidase, small subunit","Energy metabolism","Sugars","@Intracellular"
"362","lp_3272",3.35322531279583,"chr","NC_004567.2",2912855,2913640,"+",1062561,"ptp2","YP_004890797.1",261,"-","protein-tyrosine phosphatase","Protein fate","Protein modification and repair","@Intracellular"
"28","lp_0168",3.43362933569023,"chr","NC_004567.2",144440,145438,"+",1061299,"dak1B","YP_004888225.1",332,"-","dihydroxyacetone phosphotransferase,dihydroxyacetone binding subunit","Fatty acid and phospholipid metabolism","Glycerolipid metabolism","@Intracellular"
"371","lp_3318",3.49667726393262,"chr","NC_004567.2",2953771,2954691,"+",1064022,"-","YP_004890830.1",306,"-","aldo/keto reductase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"10","lp_0096",3.53070188773087,"chr","NC_004567.2",87460,88209,"+",1061377,"-","YP_004888167.1",249,"-","hypothetical protein lp_0096","Hypothetical proteins","Not conserved: other","@Intracellular"
"393","lp_3483",3.54292523804819,"chr","NC_004567.2",3091774,3093654,"+",1063381,"lacL","YP_004890965.1",626,"-","beta-galactosidase, large subunit","Energy metabolism","Sugars","@Intracellular"
