#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	1699594	1700883	-	1062034	rpsA	lp_1882	YP_004889663.1	429	-	30S ribosomal protein S1
chr	NC_004567.2	1700973	1701659	-	1061685	cmk	lp_1883	YP_004889664.1	228	-	cytidylate kinase
chr	NC_004567.2	1701694	1702326	-	1061637	-	lp_1884	YP_004889665.1	210	-	extracellular protein, with LysM peptidoglycan binding domain
chr	NC_004567.2	1702388	1703827	-	1062038	recQ2	lp_1885	YP_004889666.1	479	-	ATP-dependent DNA helicase RecQ
chr	NC_004567.2	1703814	1704857	-	1061166	-	lp_1886	YP_004889667.1	347	-	hypothetical protein lp_1886
chr	NC_004567.2	1705193	1705777	-	1061641	-	lp_1887	YP_004889668.1	194	-	riboflavin transporter
chr	NC_004567.2	1706077	1706793	-	1064176	rluB	lp_1888	YP_004889669.1	238	-	16S rRNA pseudouridylate synthase B
chr	NC_004567.2	1706793	1707392	-	1064080	scpB	lp_1889	YP_004889670.1	199	-	chromosome segregation and condensation protein ScpB
chr	NC_004567.2	1707379	1708146	-	1064077	scpA	lp_1890	YP_004889671.1	255	-	chromosome segregation and condensation protein ScpA
chr	NC_004567.2	1708112	1708495	-	1061307	-	lp_1891	YP_004889672.1	127	-	hypothetical protein lp_1891
chr	NC_004567.2	1708534	1709424	-	1064168	-	lp_1892	YP_004889673.1	296	-	integrase/recombinase, XerC/CodV family
chr	NC_004567.2	1709432	1710319	-	1061645	-	lp_1893	YP_004889674.1	295	-	RNA-binding protein
chr	NC_004567.2	1710375	1710833	-	1062044	-	lp_1894	YP_004889675.1	152	-	membrane protein
chr	NC_004567.2	1711806	1713566	-	1061269	pyk	lp_1897	YP_004889676.1	586	-	pyruvate kinase
chr	NC_004567.2	1713652	1714614	-	1064199	pfk	lp_1898	YP_004889677.1	320	-	6-phosphofructokinase
chr	NC_004567.2	1714728	1718078	-	1062048	dnaE	lp_1899	YP_004889678.1	1116	-	DNA-directed DNA polymerase III subunit alpha
chr	NC_004567.2	1718439	1718639	+	1061648	-	lp_1900	YP_004889679.1	66	-	membrane protein
chr	NC_004567.2	1719286	1721889	-	1064079	clpB	lp_1903	YP_004889680.1	867	-	ATP-dependent Clp protease, ATP-binding subunit ClpB
chr	NC_004567.2	1722006	1723244	-	1061241	pepT	lp_1904	YP_004889681.1	412	-	tripeptidase, M20B family
chr	NC_004567.2	1723283	1724305	-	1061243	-	lp_1905	YP_004889682.1	340	-	hypothetical protein lp_1905
chr	NC_004567.2	1724292	1724999	-	1063583	-	lp_1906	YP_004889683.1	235	-	S-adenosyl-L-methionine-dependent methyltransferase
chr	NC_004567.2	1725553	1726758	+	1062047	-	lp_1908	YP_004889684.1	401	-	membrane protein
chr	NC_004567.2	1726864	1727634	-	1061647	drrB	lp_1909	YP_004889685.1	256	-	ABC transporter, permease protein, daunorubicin resistance family B (Drr)
chr	NC_004567.2	1727649	1728590	-	1062057	drrA	lp_1910	YP_004889686.1	313	-	ABC transporter, ATP-binding protein,daunorubicin resistance family A (Drr)
chr	NC_004567.2	1728765	1729271	+	1062060	-	lp_1911	YP_004889687.1	168	-	MarR family transcriptional regulator
chr	NC_004567.2	1729426	1731822	-	1062050	pps	lp_1912	YP_004889688.1	798	-	phosphoenolpyruvate synthase (pyruvate phosphate dikinase)
chr	NC_004567.2	1732252	1732620	-	1064179	-	lp_1913	YP_004889689.1	122	-	hypothetical protein lp_1913
chr	NC_004567.2	1732613	1733146	-	1062082	-	lp_1914	YP_004889690.1	177	-	MarR family transcriptional regulator
chr	NC_004567.2	1733489	1734634	+	1061652	-	lp_1915	YP_004889691.1	381	-	lipoprotein
chr	NC_004567.2	1734960	1736066	-	1062175	-	lp_1916	YP_004889692.1	368	-	membrane protein
chr	NC_004567.2	1736397	1737371	-	1061653	-	lp_1918	YP_004889693.1	324	-	NAD(P)(H)-dependent oxidoreductase, quinone oxidoreductase (QOR) family
chr	NC_004567.2	1737482	1739758	-	1064088	mntA	lp_1919	YP_004889694.1	758	-	cadmium-/manganese-transporting P-type ATPase
chr	NC_004567.2	1739826	1741115	-	1061655	enoA2	lp_1920	YP_004889695.1	429	-	enolase (phosphopyruvate hydratase)
chr	NC_004567.2	1741289	1742683	-	1062184	-	lp_1921	YP_004889696.1	464	-	drug resistance transport protein, major facilitator subfamily (MFS), EmrB/QacA subfamily
chr	NC_004567.2	1742849	1743298	+	1062064	-	lp_1922	YP_004889697.1	149	-	MarR family transcriptional regulator
chr	NC_004567.2	1743368	1744513	-	1062174	dapE1	lp_1923	YP_004889698.1	381	-	succinyl-diaminopimelate desuccinylase
chr	NC_004567.2	1744634	1746325	-	1064087	nox3	lp_1925	YP_004889699.1	563	-	NADH oxidase
chr	NC_004567.2	1746518	1747270	+	1064093	-	lp_1926	YP_004889700.1	250	-	DeoR family transcriptional regulator
chr	NC_004567.2	1747286	1747891	+	1061660	mutT	lp_1927	YP_004889701.1	201	-	phosphohydrolase
chr	NC_004567.2	1748090	1748491	-	1062131	spx2	lp_1928	YP_004889702.1	133	-	RNA polymerase (RNAP)-binding regulatory protein, arsenate reductase (ArsC) family, Spx subfamily
chr	NC_004567.2	1748657	1749046	-	1064094	-	lp_1929	YP_004889703.1	129	-	hypothetical protein lp_1929
chr	NC_004567.2	1749276	1749908	-	1062132	-	lp_1930	YP_004889704.1	210	-	oxidoreductase, atypical SDR family, subgroup 6
chr	NC_004567.2	1750344	1752023	-	1062104	-	lp_1931	YP_004889705.1	559	-	hypothetical protein lp_1931
chr	NC_004567.2	1752183	1752851	-	1062129	-	lp_1932	YP_004889706.1	222	-	phosphohydrolase
chr	NC_004567.2	1752844	1753452	-	1061662	thgA2	lp_1933	YP_004889707.1	202	-	galactoside O-acetyltransferase
chr	NC_004567.2	1753523	1754236	-	1064096	-	lp_1934	YP_004889708.1	237	-	RpiR family transcriptional regulator
chr	NC_004567.2	1754568	1755422	-	1064091	-	lp_1935	YP_004889709.1	284	-	cell surface hydrolase, membrane-bound
chr	NC_004567.2	1755561	1756202	-	1064099	-	lp_1936	YP_004889710.1	213	-	oxidoreductase, atypical SDR family, subgroup 6
chr	NC_004567.2	1756205	1756639	-	1062067	-	lp_1937	YP_004889711.1	144	-	hypothetical protein lp_1937
chr	NC_004567.2	1756855	1757745	+	1064100	-	lp_1938	YP_004889712.1	296	-	LysR family transcriptional regulator
chr	NC_004567.2	1757909	1758853	+	1062066	-	lp_1939	YP_004889713.1	314	-	oxidoreductase, medium chain dehydrogenases/reductase (MDR)/zinc-dependent alcohol dehydrogenase-like family
chr	NC_004567.2	1758948	1759196	-	17494178	-	lp_1940	YP_008479738.1	82	-	hypothetical protein lp_1940
chr	NC_004567.2	1759376	1760782	-	1064098	nox4	lp_1941	YP_004889714.1	468	-	NADH oxidase
chr	NC_004567.2	1760937	1761542	-	1064101	rrp6	lp_1942	YP_004889715.1	201	-	two-component system response regulator, LuxR family
chr	NC_004567.2	1761552	1762655	-	1064102	hpk6	lp_1943	YP_004889716.1	367	-	two-component system histidine protein kinase; sensor protein
chr	NC_004567.2	1762639	1763409	-	1064103	-	lp_1944	YP_004889717.1	256	-	multidrug ABC transporter, permease protein
chr	NC_004567.2	1763406	1764293	-	1061665	-	lp_1945	YP_004889718.1	295	-	multidrug ABC transporter ATP-binding protein
chr	NC_004567.2	1764497	1764808	-	1063966	-	lp_1946	YP_004889719.1	103	-	membrane protein
chr	NC_004567.2	1764940	1765407	+	1061672	-	lp_1947	YP_004889720.1	155	-	GNAT family acetyltransferase
chr	NC_004567.2	1765436	1765903	+	1061669	-	lp_1948	YP_004889721.1	155	-	MarR family transcriptional regulator
chr	NC_004567.2	1765900	1766568	+	1061791	-	lp_1949	YP_004889722.1	222	-	membrane protein
chr	NC_004567.2	1767080	1767280	-	17494179	-	lp_1952	YP_008479739.1	66	-	hydrolase
chr	NC_004567.2	1767319	1767732	-	1062231	-	lp_1953	YP_004889723.1	137	-	hypothetical protein lp_1953
chr	NC_004567.2	1768313	1769212	+	1061783	-	lp_1954	YP_004889724.1	299	-	ABC transporter ATP-binding protein
chr	NC_004567.2	1769226	1769978	+	1061671	-	lp_1955	YP_004889725.1	250	-	ABC transporter permease
chr	NC_004567.2	1770051	1771109	-	1064107	-	lp_1956	YP_004889726.1	352	-	ABC transporter permease
chr	NC_004567.2	1771106	1772176	-	1062232	-	lp_1957	YP_004889727.1	356	-	ABC transporter permease
chr	NC_004567.2	1772178	1773071	-	1061810	-	lp_1958	YP_004889728.1	297	-	acetoin ABC transporter, ATP-binding protein
chr	NC_004567.2	1773055	1773444	-	1062238	-	lp_1959	YP_004889729.1	129	-	acetoin transport repressor, GntR family
chr	NC_004567.2	1774200	1775306	-	1061677	rpoD	lp_1962	YP_004889730.1	368	-	DNA-directed RNA polymerase, sigma factor 42
chr	NC_004567.2	1775388	1777268	-	1061675	dnaG	lp_1963	YP_004889731.1	626	-	DNA primase DnaG
chr	NC_004567.2	1777525	1779609	-	1061777	glyS	lp_1964	YP_004889732.1	694	-	glycine-tRNA synthetase, beta chain
chr	NC_004567.2	1779609	1780508	-	1064109	glyQ	lp_1965	YP_004889733.1	299	-	glycine-tRNA synthetase, alpha chain
chr	NC_004567.2	1780831	1781607	-	1062079	recO	lp_1966	YP_004889734.1	258	-	DNA repair protein RecO
chr	NC_004567.2	1781638	1782546	-	1064111	era	lp_1967	YP_004889735.1	302	-	ribosome biogenesis GTPase, Era subfamily
chr	NC_004567.2	1782587	1783003	-	1061678	dgk	lp_1968	YP_004889736.1	138	-	diacylglycerol kinase
chr	NC_004567.2	1782987	1783466	-	1064113	-	lp_1969	YP_004889737.1	159	-	metal-binding protein
chr	NC_004567.2	1783476	1784453	-	1061682	phoH	lp_1970	YP_004889738.1	325	-	phosphate starvation-inducible protein
chr	NC_004567.2	1784786	1785229	-	1061681	-	lp_1972	YP_004889739.1	147	-	hypothetical protein lp_1972
chr	NC_004567.2	1785271	1785459	-	1064112	rpsU	lp_1973	YP_004889740.1	62	-	30S ribosomal protein S21
chr	NC_004567.2	1785692	1786510	+	1064110	-	lp_1974	YP_004889741.1	272	-	transcription regulator of gluconeogenic genes
chr	NC_004567.2	1786653	1787378	-	1062241	-	lp_1975	YP_004889742.1	241	-	short-chain dehydrogenase
chr	NC_004567.2	1787436	1788332	-	1062253	nfo	lp_1976	YP_004889743.1	298	-	deoxyribonuclease IV
chr	NC_004567.2	1788445	1789605	-	1064114	tagB3	lp_1977	YP_004889744.1	386	-	glycosyl/glycerophosphate transferase, teichoic acid biosynthesis protein B precursor
chr	NC_004567.2	1789978	1790853	-	1061688	-	lp_1978	YP_004889745.1	291	-	membrane protein
chr	NC_004567.2	1791056	1791586	-	1061683	msrA3	lp_1979	YP_004889746.1	176	-	protein-methionine-S-oxide reductase
chr	NC_004567.2	1791667	1793463	-	1061689	aspS	lp_1980	YP_004889747.1	598	-	aspartate-tRNA synthetase
chr	NC_004567.2	1793505	1794785	-	1064095	hisS	lp_1981	YP_004889748.1	426	-	histidine-tRNA synthetase
chr	NC_004567.2	1795176	1796024	+	1061686	lytH	lp_1982	YP_004889749.1	282	-	N-acetylmuramoyl-L-alanine amidase
chr	NC_004567.2	1796293	1797135	+	1064115	-	lp_1983	YP_004889750.1	280	-	fructosamine kinase family protein
chr	NC_004567.2	1797243	1797866	-	1061690	-	lp_1985	YP_004889751.1	207	-	phosphohydrolase
chr	NC_004567.2	1797939	1798385	-	1061692	dtd	lp_1986	YP_004889752.1	148	-	D-Tyr-tRNA Tyr deacylase
chr	NC_004567.2	1798395	1800662	-	1061695	relA	lp_1987	YP_004889753.1	755	-	GTP pyrophosphokinase / pyrophosphohydrolase
chr	NC_004567.2	1800743	1801078	-	1061693	-	lp_1988	YP_004889754.1	111	-	membrane protein
chr	NC_004567.2	1801149	1801901	-	1061691	rsmE	lp_1989	YP_004889755.1	250	-	RsmE family RNA methyltransferase
chr	NC_004567.2	1801914	1802864	-	1061696	-	lp_1990	YP_004889756.1	316	-	50S ribosomal protein L11 methyltransferase
chr	NC_004567.2	1802973	1803602	-	1061698	-	lp_1991	YP_004889757.1	209	-	DNA-3-methyladenine glycosylase II
chr	NC_004567.2	1803669	1803959	-	1061697	-	lp_1992	YP_004889758.1	96	-	hypothetical protein lp_1992
chr	NC_004567.2	1804214	1804504	+	1063687	-	lp_1994	YP_004889759.1	96	-	hypothetical protein lp_1994
chr	NC_004567.2	1804813	1805565	+	1062091	-	lp_1995	YP_004889760.1	250	-	lipoprotein
chr	NC_004567.2	1806948	1807142	+	17494180	-	lp_1998	YP_008479740.1	64	-	hypothetical protein lp_1998
chr	NC_004567.2	1807170	1807982	+	1061705	-	lp_2000	YP_004889762.1	270	-	hypothetical protein lp_2000
chr	NC_004567.2	1808033	1808245	-	1063684	-	lp_2001	YP_004889763.1	70	-	membrane protein
chr	NC_004567.2	1808474	1809142	+	1064124	-	lp_2002	YP_004889764.1	222	-	hypothetical protein lp_2002
chr	NC_004567.2	1809120	1810247	+	1061701	-	lp_2003	YP_004889765.1	375	-	zinc metallopeptidase
chr	NC_004567.2	1810277	1811017	+	1064123	-	lp_2004	YP_004889766.1	246	-	membrane protein
chr	NC_004567.2	1811098	1811391	-	1062100	ISP1-5C	lp_2005	YP_004889767.1	97	-	transposase, fragment
chr	NC_004567.2	1811513	1813165	-	1062252	ISP2_3	lp_2006	YP_004889768.1	550	-	transposase
chr	NC_004567.2	1814575	1814922	+	1062235	-	lp_2011	YP_004889772.1	115	-	transposase, fragment
chr	NC_004567.2	1814919	1815062	+	11933300	-	lp_2011a	YP_004889773.1	47	-	transposase, fragment
chr	NC_004567.2	1815183	1815395	+	1061708	-	lp_2013	YP_004889774.1	70	-	transposase, fragment
chr	NC_004567.2	1815392	1815586	+	11933301	-	lp_2013a	YP_004889775.1	64	-	transposase, fragment
chr	NC_004567.2	1815573	1815812	+	1064128	-	lp_2014	YP_004889776.1	79	-	transposase, fragment
chr	NC_004567.2	1815868	1817703	-	1062242	lepA1	lp_2015	YP_004889777.1	611	-	GTP-binding translation elongation factor LepA
chr	NC_004567.2	1817867	1819144	-	1064125	dltD	lp_2016	YP_004889778.1	425	-	poly(glycerophosphate chain) D-alanine transfer protein DltD
chr	NC_004567.2	1819141	1819383	-	1062105	dltC1	lp_2017	YP_004889779.1	80	-	D-alanine--poly(phosphoribitol) ligase subunit 2
chr	NC_004567.2	1819407	1820621	-	1062234	dltB	lp_2018	YP_004889780.1	404	-	D-alanyl transfer protein DltB
chr	NC_004567.2	1820618	1822144	-	1062221	dltA	lp_2019	YP_004889781.1	508	-	D-alanine--poly(phosphoribitol) ligase subunit 1
chr	NC_004567.2	1822187	1822336	-	1061714	dltX	lp_2020	YP_004889782.1	49	-	D-Ala-teichoic acid biosynthesis protein
chr	NC_004567.2	1822368	1823543	-	1062107	pbpX2	lp_2021	YP_004889783.1	391	-	serine-type D-Ala-D-Ala carboxypeptidase
chr	NC_004567.2	1825334	1826476	-	1062114	dnaJ	lp_2026	YP_004889786.1	380	-	chaperone protein DnaJ
chr	NC_004567.2	1826578	1828446	-	1064049	dnaK	lp_2027	YP_004889787.1	622	-	chaperone, heat shock protein DnaK
chr	NC_004567.2	1828490	1829089	-	1062226	grpE	lp_2028	YP_004889788.1	199	-	heat shock protein GrpE
chr	NC_004567.2	1829110	1830153	-	1062999	hrcA	lp_2029	YP_004889789.1	347	-	heat-inducible transcription repressor HrcA
chr	NC_004567.2	1830543	1831253	-	1061728	aldB	lp_2030	YP_004889790.1	236	-	alpha-acetolactate decarboxylase
chr	NC_004567.2	1831254	1832255	-	1061729	ribC2	lp_2031	YP_004889791.1	333	-	bifunctional protein: riboflavin kinase; FMN adenylyltransferase
chr	NC_004567.2	1832268	1833191	-	1062210	truB	lp_2032	YP_004889792.1	307	-	tRNA pseudouridine synthase B
chr	NC_004567.2	1833676	1834197	-	1062113	aroI	lp_2033	YP_004889793.1	173	-	shikimate kinase
chr	NC_004567.2	1834200	1835297	-	1062200	tyrA	lp_2034	YP_004889794.1	365	-	prephenate dehydrogenase
chr	NC_004567.2	1835300	1836598	-	1062246	aroE	lp_2035	YP_004889795.1	432	-	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_004567.2	1836612	1837139	-	1062268	-	lp_2036	YP_004889796.1	175	-	aromatic amino acid biosynthesis enzyme
chr	NC_004567.2	1837148	1838317	-	1061723	aroF	lp_2037	YP_004889797.1	389	-	chorismate synthase
chr	NC_004567.2	1838310	1839764	-	1061725	-	lp_2038	YP_004889798.1	484	-	bifunctional protein: transport protein, MFS; chorismate mutase type II
chr	NC_004567.2	1840413	1840766	-	1062117	rbfA	lp_2039	YP_004889799.1	117	-	ribosome-binding factor A
chr	NC_004567.2	1840789	1843365	-	1062118	infB	lp_2040	YP_004889800.1	858	-	translation initiation factor IF-2
chr	NC_004567.2	1843380	1843685	-	1061735	-	lp_2041	YP_004889801.1	101	-	ribosomal protein HS6-type (S12/L30/L7a)
chr	NC_004567.2	1843675	1843974	-	1062116	-	lp_2042	YP_004889802.1	99	-	nucleic-acid-binding protein implicated in transcription termination
chr	NC_004567.2	1844019	1845236	-	1062009	nusA	lp_2043	YP_004889803.1	405	-	transcription termination-antitermination factor NusA
chr	NC_004567.2	1845257	1845733	-	1062119	rimP	lp_2044	YP_004889804.1	158	-	ribosome maturation protein RimP
chr	NC_004567.2	1846029	1850342	-	1062022	polC	lp_2045	YP_004889805.1	1437	-	DNA-directed DNA polymerase III, alpha chain PolC-type
chr	NC_004567.2	1850836	1852545	-	1061737	proS	lp_2048	YP_004889806.1	569	-	proline-tRNA synthetase
chr	NC_004567.2	1852585	1853862	-	1061746	-	lp_2049	YP_004889807.1	425	-	zinc-dependent protease, membrane associated
chr	NC_004567.2	1853900	1854685	-	1061747	cdsA	lp_2050	YP_004889808.1	261	-	phosphatidate cytidylyltransferase
chr	NC_004567.2	1854701	1855480	-	1061744	uppS	lp_2051	YP_004889809.1	259	-	undecaprenyl pyrophosphate synthetase
chr	NC_004567.2	1855600	1856163	-	1061742	rrf	lp_2052	YP_004889810.1	187	-	ribosome recycling factor
chr	NC_004567.2	1856165	1856887	-	1062123	pyrH	lp_2053	YP_004889811.1	240	-	uridylate kinase
chr	NC_004567.2	1857088	1857966	-	1061915	tsf	lp_2054	YP_004889812.1	292	-	translation elongation factor Ts
chr	NC_004567.2	1858069	1858872	-	1061909	rpsB	lp_2055	YP_004889813.1	267	-	30S ribosomal protein S2
chr	NC_004567.2	1859097	1859819	+	1061963	-	lp_2056	YP_004889814.1	240	-	HAD-superfamily hydrolase
chr	NC_004567.2	1860108	1861106	-	1061762	ldhD	lp_2057	YP_004889815.1	332	-	D-lactate dehydrogenase
chr	NC_004567.2	1861191	1861496	-	1061748	-	lp_2058	YP_004889816.1	101	-	endonuclease, GIY-YIG nuclease superfamily
chr	NC_004567.2	1861480	1862238	-	1061764	-	lp_2059	YP_004889817.1	252	-	methyltransferase
chr	NC_004567.2	1862350	1862985	+	1061888	plsC	lp_2060	YP_004889818.1	211	-	1-acylglycerol-3-phosphate O-acyltransferase
chr	NC_004567.2	1863042	1863278	-	1061847	-	lp_2061	YP_004889819.1	78	-	hypothetical protein lp_2061
chr	NC_004567.2	1863376	1863615	-	1061894	-	lp_2062	YP_004889820.1	79	-	hypothetical protein lp_2062
chr	NC_004567.2	1863767	1864399	+	1061711	lexA	lp_2063	YP_004889821.1	210	-	transcription repressor and protease LexA of the SOS regulon
chr	NC_004567.2	1865024	1865653	+	1061879	-	lp_2066	YP_004889823.1	209	-	hypothetical protein lp_2066
chr	NC_004567.2	1865703	1866872	-	1064005	mvaS	lp_2067	YP_004889824.1	389	-	hydroxymethylglutaryl-CoA synthase
chr	NC_004567.2	1866908	1867300	-	1061823	-	lp_2068	YP_004889825.1	130	-	hypothetical protein lp_2068
chr	NC_004567.2	1867464	1867856	+	1061757	-	lp_2069	YP_004889826.1	130	-	hypothetical protein lp_2069
chr	NC_004567.2	1868303	1869244	+	1061772	-	lp_2071	YP_004889827.1	313	-	family 2 glycosyltransferase
chr	NC_004567.2	1869944	1870516	-	1061767	-	lp_2074	YP_004889828.1	190	-	transposase, fragment
chr	NC_004567.2	1870668	1871852	-	1061632	-	lp_2075	YP_004889829.1	394	-	transcriptional attenuator, cell envelope-related, LytR family
chr	NC_004567.2	1871833	1872624	-	1061768	-	lp_2076	YP_004889830.1	263	-	nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein
chr	NC_004567.2	1872643	1874385	-	1061556	-	lp_2077	YP_004889831.1	580	-	nitrate/sulfonate/bicarbonate ABC transporter,permease protein
chr	NC_004567.2	1874864	1876075	-	1064090	rodA1	lp_2078	YP_004889832.1	403	-	rod-shape determining protein
chr	NC_004567.2	1876941	1877147	-	1062143	-	lp_2081	YP_004889833.1	68	-	hypothetical protein lp_2081
chr	NC_004567.2	1877322	1878083	-	1061661	-	lp_2082	YP_004889834.1	253	-	methyltransferase
chr	NC_004567.2	1878195	1878542	+	1061785	-	lp_2083	YP_004889835.1	115	-	hypothetical protein lp_2083
chr	NC_004567.2	1878639	1879850	-	1061792	-	lp_2084	YP_004889836.1	403	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	1879966	1880550	+	1061782	-	lp_2085	YP_004889837.1	194	-	transcriptional regulator
chr	NC_004567.2	1880693	1881211	-	1061789	apt	lp_2086	YP_004889838.1	172	-	adenine phosphoribosyltransferase
chr	NC_004567.2	1881230	1883566	-	1062148	recJ	lp_2087	YP_004889839.1	778	-	single-strand DNA-specific exonuclease RecJ
chr	NC_004567.2	1883588	1883938	-	1061795	-	lp_2088	YP_004889840.1	116	-	membrane protein
chr	NC_004567.2	1883951	1884742	-	1061797	-	lp_2089	YP_004889841.1	263	-	short-chain dehydrogenase
chr	NC_004567.2	1884752	1885687	-	1061515	elaC	lp_2090	YP_004889842.1	311	-	ribonuclease Z
chr	NC_004567.2	1886120	1886404	+	1061787	-	lp_2093	YP_004889843.1	94	-	hypothetical protein lp_2093
chr	NC_004567.2	1886551	1887846	-	1061817	cgtA	lp_2094	YP_004889844.1	431	-	rRNA maturation GTPase CgtA, Obg family
chr	NC_004567.2	1888094	1888849	+	1061801	fruR	lp_2095	YP_004889845.1	251	-	DeoR family transcriptional regulator
chr	NC_004567.2	1888846	1889763	+	1062153	fruK	lp_2096	YP_004889846.1	305	-	1-phosphofructokinase
chr	NC_004567.2	1889785	1891752	+	1061803	fruA	lp_2097	YP_004889847.1	655	-	PTS system, fructose-specific EIIABC component
chr	NC_004567.2	1891892	1893214	+	1061794	-	lp_2098	YP_004889848.1	440	-	metallophosphoesterase, lipoprotein precursor
chr	NC_004567.2	1893322	1894773	-	1061518	cps4J	lp_2099	YP_004889849.1	483	-	polysaccharide repeat unit transporter (flippase)
chr	NC_004567.2	1894853	1895821	-	1062269	cps4I	lp_2100	YP_004889850.1	322	-	glycosyltransferase, family 2 (GT2)
chr	NC_004567.2	1895806	1897080	-	1061510	cps4H	lp_2101	YP_004889851.1	424	-	polysaccharide polymerase
chr	NC_004567.2	1897077	1898105	-	1064038	cps4G	lp_2102	YP_004889852.1	342	-	glycosyltransferase, family 1 (GT1)
chr	NC_004567.2	1898121	1899212	-	1061507	cps4F	lp_2103	YP_004889853.1	363	-	glycosyltransferase, family 1 (GT1)
chr	NC_004567.2	1899212	1899877	-	1063981	cps4E	lp_2104	YP_004889854.1	221	-	polysaccharide biosynthesis polyprenyl glycosylphosphotransferase, priming glycosyltransferase
chr	NC_004567.2	1899864	1900805	-	1064039	cps4D	lp_2105	YP_004889855.1	313	-	UDP N-acetyl glucosamine 4-epimerase, NAD dependent
chr	NC_004567.2	1900821	1901615	-	1063900	cps4C	lp_2106	YP_004889856.1	264	-	polysaccharide biosynthesis protein; phosphatase
chr	NC_004567.2	1901581	1902288	-	1064041	cps4B	lp_2107	YP_004889857.1	235	-	polysaccharide biosynthesis protein
chr	NC_004567.2	1902306	1903064	-	1061509	cps4A	lp_2108	YP_004889858.1	252	-	polysaccharide biosynthesis protein, chain length regulator
chr	NC_004567.2	1903487	1905301	-	1063895	uvrC	lp_2109	YP_004889859.1	604	-	excinuclease ABC subunit C
chr	NC_004567.2	1905484	1906224	-	1063896	glnQ3	lp_2110	YP_004889860.1	246	-	glutamine ABC transporter ATP-binding protein
chr	NC_004567.2	1906217	1907692	-	1064214	glnPH2	lp_2111	YP_004889861.1	491	-	glutamine ABC transporter, substrate binding and permease protein
chr	NC_004567.2	1907898	1908068	+	1063878	-	lp_2112	YP_004889862.1	56	-	hypothetical protein lp_2112
chr	NC_004567.2	1908124	1908531	-	1061112	-	lp_2113	YP_004889863.1	135	-	hypothetical protein lp_2113
chr	NC_004567.2	1908778	1909074	-	1063907	-	lp_2114	YP_004889864.1	98	-	NTP pyrophosphohydrolase
chr	NC_004567.2	1909076	1909669	-	1063854	-	lp_2115	YP_004889865.1	197	-	ribosome biogenesis GTPase, YsxC/EngB family
chr	NC_004567.2	1909828	1911093	-	1064040	clpX	lp_2116	YP_004889866.1	421	-	ATP-dependent Clp protease ATP-binding subunit ClpX
chr	NC_004567.2	1911388	1912710	-	1063888	tig	lp_2118	YP_004889867.1	440	-	trigger factor / peptidylprolyl isomerase
chr	NC_004567.2	1912914	1914101	-	1063848	tuf	lp_2119	YP_004889868.1	395	-	translation elongation factor Tu
chr	NC_004567.2	1914316	1915230	-	1063886	-	lp_2121	YP_004889869.1	304	-	hypothetical protein lp_2121
chr	NC_004567.2	1915293	1917017	-	1063836	-	lp_2122	YP_004889870.1	574	-	metallo-beta-lactamase superfamily protein
chr	NC_004567.2	1917037	1917909	-	1063851	dapA1	lp_2123	YP_004889871.1	290	-	dihydrodipicolinate synthase
chr	NC_004567.2	1918027	1919229	-	1062162	-	lp_2124	YP_004889872.1	400	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	1919366	1919635	-	1063870	rpsO	lp_2125	YP_004889873.1	89	-	30S ribosomal protein S15
chr	NC_004567.2	1919863	1920117	+	1063820	rpsT	lp_2126	YP_004889874.1	84	-	30S ribosomal protein S20
chr	NC_004567.2	1920294	1921355	-	1063812	holA	lp_2128	YP_004889875.1	353	-	DNA-directed DNA polymerase III subunit delta
chr	NC_004567.2	1921306	1923597	-	1063814	comEC	lp_2129	YP_004889876.1	763	-	ComE operon protein 3, DNA transport protein
chr	NC_004567.2	1923598	1924083	-	1063732	comEB	lp_2130	YP_004889877.1	161	-	ComE operon protein 1, dCMP deaminase
chr	NC_004567.2	1924138	1924863	-	1063829	comEA	lp_2131	YP_004889878.1	241	-	ComE operon protein 1, DNA receptor
chr	NC_004567.2	1924966	1926012	-	1063826	lon	lp_2132	YP_004889879.1	348	-	extracellular protease Lon, peptidase S16 family, membrane-bound
chr	NC_004567.2	1926005	1926496	-	1063735	kdtB	lp_2133	YP_004889880.1	163	-	pantetheine-phosphate adenylyltransferase
chr	NC_004567.2	1926500	1927063	-	1063729	-	lp_2134	YP_004889881.1	187	-	N6-adenine-specific methylase
chr	NC_004567.2	1927079	1927381	-	1063727	-	lp_2135	YP_004889882.1	100	-	hypothetical protein lp_2135
chr	NC_004567.2	1927542	1930973	-	1062161	pycA	lp_2136	YP_004889883.1	1143	-	pyruvate carboxylase
chr	NC_004567.2	1931004	1932170	-	1063716	ftsW	lp_2137	YP_004889884.1	388	-	cell division protein FtsW
chr	NC_004567.2	1932633	1934222	-	1063717	-	lp_2141	YP_004889885.1	529	-	membrane protein
chr	NC_004567.2	1934324	1935676	-	1063723	ica2	lp_2142	YP_004889886.1	450	-	glycosyltransferase
chr	NC_004567.2	1935676	1936275	-	1063715	-	lp_2143	YP_004889887.1	199	-	exosortase
